"id","loan_amount","annual_income","issue_date","dti","int_rate","grade","sub_grade","term_months","total_payment","profit","loan_status"
819127,"17500","152000","2021-07-11","6.51","8.49","A","A5",36,"19435","1935","Fully Paid"
971443,"11800","102500","2021-10-11","19.43","6.03","A","A1",36,"12796","996","Fully Paid"
1004013,"8975","32500","2021-10-11","29.61","6.62","A","A2",36,"9920","945","Fully Paid"
1002249,"12000","82524","2021-11-11","20.67","6.62","A","A2",36,"12684","684","Fully Paid"
718503,"7050","42000","2021-04-11","26.43","6.92","A","A3",36,"7599","549","Fully Paid"
984527,"17200","50000","2021-10-11","9.19","7.51","A","A3",36,"19264","2064","Fully Paid"
979880,"17000","72000","2021-10-11","26.45","7.51","A","A3",36,"19040","2040","Fully Paid"
1029064,"24000","86000","2021-11-11","3.46","7.51","A","A3",36,"24297","297","Fully Paid"
636990,"13200","42000","2021-12-10","9.23","6.17","A","A3",36,"13748","548","Fully Paid"
403312,"5500","61766","2021-03-10","21.08","7.14","A","A3",36,"6061","561","Fully Paid"
614770,"16000","100000","2021-11-10","6.05","6.54","A","A4",36,"3671","-12329","Fully Paid"
748911,"35000","94400","2021-05-11","12.15","7.49","A","A4",36,"39188","4188","Fully Paid"
794423,"15000","56000","2021-06-11","12.19","7.49","A","A4",36,"16795","1795","Fully Paid"
716335,"9275","44004","2021-04-11","10.69","7.29","A","A4",36,"10344","1069","Fully Paid"
778387,"10000","37000","2021-06-11","28.31","7.49","A","A4",36,"10688","688","Fully Paid"
890975,"20000","90000","2021-09-11","14.33","7.90","A","A4",36,"22529","2529","Fully Paid"
1004899,"23525","62500","2021-11-11","16.92","7.90","A","A4",36,"26495","2970","Fully Paid"
616083,"15000","80000","2021-11-10","9.24","6.54","A","A4",36,"11198","-3802","Fully Paid"
1015930,"24000","115000","2021-11-11","17.82","7.90","A","A4",36,"27033","3033","Fully Paid"
999668,"10400","67000","2021-10-11","5.25","8.90","A","A5",36,"11252","852","Fully Paid"
624462,"21250","57996","2021-12-10","16.26","6.91","A","A5",36,"14218","-7032","Fully Paid"
438069,"3000","83957","2021-09-09","23.05","8.94","A","A5",36,"3431","431","Fully Paid"
613378,"12000","85000","2021-11-10","22.57","6.91","A","A5",36,"8068","-3932","Fully Paid"
636163,"20000","115000","2021-12-10","8.13","6.91","A","A5",36,"22077","2077","Fully Paid"
597746,"4000","115000","2021-10-10","12.30","7.88","A","A5",36,"4272","272","Fully Paid"
1018065,"5400","42000","2021-11-11","17.34","6.03","A","A1",36,"5640","240","Fully Paid"
878663,"8000","50000","2021-09-11","2.11","5.42","A","A1",36,"8443","443","Fully Paid"
697042,"7475","40500","2021-03-11","26.70","5.42","A","A1",36,"8052","577","Fully Paid"
827662,"12500","75000","2021-07-11","19.02","5.99","A","A2",36,"13604","1104","Fully Paid"
587430,"12000","80400","2021-11-10","9.49","5.79","A","A2",36,"10263","-1737","Fully Paid"
853957,"25000","112224","2021-08-11","8.32","6.99","A","A3",36,"27589","2589","Fully Paid"
557673,"14000","60000","2021-08-10","17.40","7.51","A","A4",36,"15680","1680","Fully Paid"
649859,"16000","40000","2021-01-11","7.76","6.54","A","A4",36,"17213","1213","Fully Paid"
1026271,"35000","125000","2021-11-11","11.79","7.90","A","A4",36,"39426","4426","Fully Paid"
438895,"11600","63000","2021-09-09","18.02","8.59","A","A4",36,"13175","1575","Fully Paid"
551844,"12000","28800","2021-07-10","11.19","7.88","A","A5",36,"13514","1514","Fully Paid"
509952,"15000","145000","2021-05-10","3.71","7.88","A","A5",36,"15834","834","Fully Paid"
973935,"12000","34000","2021-10-11","15.78","6.03","A","A1",36,"12532","532","Fully Paid"
860296,"10000","99996","2021-08-11","8.03","5.42","A","A1",36,"10699","699","Fully Paid"
1004908,"7575","21600","2021-11-11","23.89","6.62","A","A2",36,"8373","798","Fully Paid"
838307,"12800","60000","2021-09-11","11.77","6.62","A","A2",36,"14135","1335","Fully Paid"
855694,"6500","170000","2021-08-11","13.59","7.49","A","A4",36,"7278","778","Fully Paid"
1005168,"35000","95000","2021-11-11","8.79","7.90","A","A4",36,"38696","3696","Fully Paid"
739084,"12000","69900","2021-05-11","22.88","7.49","A","A4",36,"13388","1388","Fully Paid"
820501,"24000","190000","2021-07-11","11.46","7.49","A","A4",36,"26872","2872","Fully Paid"
974297,"28000","120000","2021-10-11","4.95","8.90","A","A5",36,"32007","4007","Fully Paid"
596952,"8000","79200","2021-10-10","19.26","7.88","A","A5",36,"9010","1010","Fully Paid"
1016508,"11500","55000","2021-11-11","18.52","8.90","A","A5",36,"12973","1473","Fully Paid"
667663,"6600","82359","2021-02-11","12.18","7.66","A","A5",36,"7409","809","Fully Paid"
973467,"22000","55000","2021-10-11","16.15","7.51","A","A3",36,"24640","2640","Fully Paid"
652819,"12000","73000","2021-01-11","5.06","7.29","A","A4",36,"13397","1397","Fully Paid"
1003040,"15000","60000","2021-10-11","7.68","7.90","A","A4",36,"16878","1878","Fully Paid"
747777,"14500","120000","2021-05-11","11.71","7.49","A","A4",36,"16235","1735","Fully Paid"
797959,"1750","87000","2021-06-11","10.94","7.49","A","A4",36,"1934","184","Fully Paid"
1033977,"33950","91000","2021-11-11","24.71","7.90","A","A4",36,"38243","4293","Fully Paid"
533430,"6000","27983","2021-06-10","1.93","7.88","A","A5",36,"6256","256","Fully Paid"
1020085,"12250","56000","2021-11-11","11.94","6.03","A","A1",36,"13422","1172","Fully Paid"
578971,"8000","41869","2021-09-10","18.43","7.14","A","A3",36,"8911","911","Fully Paid"
988536,"8400","27600","2021-10-11","12.96","7.51","A","A3",36,"9398","998","Fully Paid"
986032,"27300","110000","2021-10-11","23.03","7.51","A","A3",36,"30180","2880","Fully Paid"
1057537,"18500","36000","2021-12-11","13.63","7.90","A","A4",36,"18741","241","Fully Paid"
882018,"35000","85000","2021-09-11","20.22","7.90","A","A4",36,"39426","4426","Fully Paid"
965338,"32000","135000","2021-09-11","10.65","7.90","A","A4",36,"35981","3981","Fully Paid"
678492,"8400","63000","2021-02-11","8.13","7.29","A","A4",36,"9238","838","Fully Paid"
712286,"13000","60000","2021-04-11","22.84","7.29","A","A4",36,"14493","1493","Fully Paid"
567302,"8400","39700","2021-08-10","15.66","7.51","A","A4",36,"9080","680","Fully Paid"
610287,"20000","140304","2021-11-10","15.04","6.91","A","A5",36,"16669","-3331","Fully Paid"
626392,"18000","45600","2021-12-10","23.16","6.91","A","A5",36,"11442","-6558","Fully Paid"
874845,"9250","45000","2021-09-11","20.13","8.49","A","A5",36,"9927","677","Fully Paid"
791105,"8800","43000","2021-06-11","2.57","5.42","A","A1",36,"9357","557","Fully Paid"
891076,"12000","58608","2021-09-11","8.80","6.03","A","A1",36,"12572","572","Fully Paid"
831110,"20500","65000","2021-07-11","26.84","6.99","A","A3",36,"22784","2284","Fully Paid"
1026770,"18000","96720","2021-11-11","19.27","7.90","A","A4",36,"20276","2276","Fully Paid"
1019887,"35000","70000","2021-11-11","19.11","7.90","A","A4",36,"38493","3493","Fully Paid"
605290,"17000","55000","2021-11-10","23.87","6.91","A","A5",36,"16591","-409","Fully Paid"
572226,"22000","55920","2021-09-10","14.08","7.88","A","A5",36,"24433","2433","Fully Paid"
441472,"10800","54000","2021-03-10","21.64","7.88","A","A5",36,"12116","1316","Fully Paid"
532758,"17600","108928.8","2021-06-10","15.86","7.88","A","A5",36,"19820","2220","Fully Paid"
762571,"12000","97000","2021-05-11","13.29","8.49","A","A5",36,"12754","754","Fully Paid"
513778,"5000","60000","2021-05-10","16.84","7.88","A","A5",36,"5631","631","Fully Paid"
1008324,"9475","62000","2021-11-11","28.26","6.03","A","A1",36,"10271","796","Fully Paid"
792727,"10400","95000","2021-06-11","12.13","5.42","A","A1",36,"11243","843","Fully Paid"
884493,"6500","73000","2021-09-11","11.03","6.03","A","A1",36,"6814","314","Fully Paid"
740194,"24000","72000","2021-04-11","17.57","6.92","A","A3",36,"26646","2646","Fully Paid"
438996,"6950","32000","2021-09-09","22.73","7.74","A","A3",36,"7649","699","Fully Paid"
577986,"12000","110000","2021-09-10","5.99","7.14","A","A3",36,"13367","1367","Fully Paid"
646629,"24000","60400","2021-01-11","14.36","6.54","A","A4",36,"26485","2485","Fully Paid"
801376,"8000","57192","2021-07-11","4.11","7.49","A","A4",36,"8646","646","Fully Paid"
849806,"11000","80000","2021-08-11","13.72","7.49","A","A4",36,"11660","660","Fully Paid"
592359,"13000","93000","2021-10-10","10.62","7.51","A","A4",36,"14438","1438","Fully Paid"
805692,"14000","65000","2021-07-11","27.55","8.49","A","A5",36,"15548","1548","Fully Paid"
431597,"9850","32000","2021-08-09","16.95","8.94","A","A5",36,"11266","1416","Fully Paid"
968815,"35000","144000","2021-10-11","17.25","8.90","A","A5",36,"40009","5009","Fully Paid"
800976,"2725","57000","2021-07-11","13.73","8.49","A","A5",36,"3096","371","Fully Paid"
1005073,"9300","45760","2021-11-11","3.65","8.90","A","A5",36,"9747","447","Fully Paid"
467099,"15000","105000","2021-12-09","12.53","8.94","A","A5",36,"17158","2158","Fully Paid"
584277,"9000","75000","2021-09-10","12.61","7.14","A","A3",36,"10026","1026","Fully Paid"
570609,"15000","87000","2021-09-10","6.79","7.51","A","A4",36,"16800","1800","Fully Paid"
854523,"35000","122880","2021-08-11","12.44","8.49","A","A5",36,"36307","1307","Fully Paid"
638258,"12000","90522","2021-01-11","7.32","6.91","A","A5",36,"13208","1208","Fully Paid"
1035858,"16000","68000","2021-11-11","20.84","7.90","A","A4",36,"18000","2000","Fully Paid"
714427,"4200","51000","2021-04-11","17.18","7.29","A","A4",36,"4682","482","Fully Paid"
727882,"12000","90000","2021-04-11","23.29","5.79","A","A2",36,"13101","1101","Fully Paid"
646208,"20000","62000","2021-01-11","8.48","6.54","A","A4",36,"20612","612","Fully Paid"
423983,"10400","97700","2021-07-09","6.30","9.32","A","A4",36,"11935","1535","Fully Paid"
823054,"15000","175000","2021-07-11","9.48","8.49","A","A5",36,"15860","860","Fully Paid"
631361,"9000","95000","2021-12-10","2.06","5.42","A","A1",36,"9745","745","Fully Paid"
391605,"5300","30929.6","2021-04-09","0.58","7.68","A","A2",36,"5951","651","Fully Paid"
612154,"18000","75000","2021-11-10","12.02","5.79","A","A2",36,"12828","-5172","Fully Paid"
987376,"17450","57188","2021-10-11","23.40","6.62","A","A2",36,"18633","1183","Fully Paid"
609955,"12000","92000","2021-11-10","12.82","5.79","A","A2",36,"8745","-3255","Fully Paid"
893436,"16000","144000","2021-09-11","15.79","6.62","A","A2",36,"17329","1329","Fully Paid"
757166,"15825","51000","2021-05-11","12.40","6.99","A","A3",36,"17537","1712","Fully Paid"
583440,"8500","58000","2021-09-10","14.15","7.14","A","A3",36,"9468","968","Fully Paid"
599360,"6000","54000","2021-10-10","8.91","7.14","A","A3",36,"6317","317","Fully Paid"
974958,"10950","48000","2021-10-11","25.10","7.51","A","A3",36,"12243","1293","Fully Paid"
634636,"20000","97000","2021-12-10","12.27","6.17","A","A3",36,"17898","-2102","Fully Paid"
610524,"20000","210000","2021-11-10","12.51","6.17","A","A3",36,"12891","-7109","Fully Paid"
627803,"20000","81500","2021-12-10","14.46","6.54","A","A4",36,"13661","-6339","Fully Paid"
986668,"18000","68000","2021-10-11","20.15","7.90","A","A4",36,"20276","2276","Fully Paid"
663918,"8000","96000","2021-02-11","10.10","7.29","A","A4",36,"8931","931","Fully Paid"
370141,"14000","58000","2021-02-10","10.26","7.51","A","A4",36,"15322","1322","Fully Paid"
1014941,"9250","49200","2021-11-11","24.56","7.90","A","A4",36,"10420","1170","Fully Paid"
615325,"12925","92000","2021-11-10","13.15","6.54","A","A4",36,"12107","-818","Fully Paid"
538274,"18000","155000","2021-06-10","9.54","7.51","A","A4",36,"20088","2088","Fully Paid"
693954,"11400","50129","2021-03-11","12.26","7.29","A","A4",36,"12726","1326","Fully Paid"
1031901,"20000","63000","2021-11-11","18.32","7.90","A","A4",36,"22218","2218","Fully Paid"
619187,"20000","105000","2021-12-10","10.82","6.54","A","A4",36,"13966","-6034","Fully Paid"
647823,"20000","63844","2021-01-11","7.35","6.54","A","A4",36,"22081","2081","Fully Paid"
614319,"10000","150996","2021-11-10","4.55","6.91","A","A5",36,"6650","-3350","Fully Paid"
861764,"24000","124992","2021-08-11","17.76","8.49","A","A5",36,"26201","2201","Fully Paid"
886213,"18825","55530","2021-09-11","26.69","8.90","A","A5",36,"21068","2243","Fully Paid"
582695,"15000","130000","2021-09-10","6.45","7.88","A","A5",36,"16489","1489","Fully Paid"
867191,"20000","63000","2021-09-11","11.85","8.49","A","A5",36,"21657","1657","Fully Paid"
551948,"9800","55000","2021-07-10","24.17","7.88","A","A5",36,"11049","1249","Fully Paid"
996624,"20000","68000","2021-10-11","28.13","8.90","A","A5",36,"22247","2247","Fully Paid"
523404,"10000","88000","2021-06-10","9.37","7.88","A","A5",36,"10067","67","Fully Paid"
894087,"18000","99000","2021-10-11","20.04","8.90","A","A5",36,"20576","2576","Fully Paid"
545234,"10950","65000","2021-07-10","17.72","7.88","A","A5",36,"12332","1382","Fully Paid"
643539,"20000","165000","2021-01-11","17.51","6.91","A","A5",36,"22192","2192","Fully Paid"
774957,"5500","145986.62","2021-06-11","1.77","5.42","A","A1",36,"5972","472","Fully Paid"
386315,"14100","63000","2021-03-09","10.82","8.00","A","A3",36,"15749","1649","Fully Paid"
885768,"6350","61260","2021-09-11","25.78","7.51","A","A3",36,"7112","762","Fully Paid"
679178,"7500","65000","2021-02-11","14.44","7.29","A","A4",36,"8300","800","Fully Paid"
782282,"14000","320000","2021-06-11","5.23","7.91","A","A4",36,"15555","1555","Fully Paid"
429003,"9000","43500","2021-07-09","8.77","9.63","A","A5",36,"10399","1399","Fully Paid"
1012318,"21100","72000","2021-11-11","19.20","8.90","A","A5",36,"22935","1835","Fully Paid"
762799,"6000","58000","2021-06-11","7.84","5.42","A","A1",36,"6105","105","Fully Paid"
699015,"6000","30000","2021-03-11","25.52","5.79","A","A2",36,"6551","551","Fully Paid"
635621,"15000","150000","2021-12-10","11.01","6.54","A","A4",36,"15784","784","Fully Paid"
770268,"11200","102000","2021-06-11","13.07","7.91","A","A4",36,"12618","1418","Fully Paid"
1053569,"35000","84500","2021-12-11","2.47","8.90","A","A5",36,"39483","4483","Fully Paid"
624690,"20000","79000","2021-12-10","15.05","6.91","A","A5",36,"13543","-6457","Fully Paid"
435813,"10000","117000","2021-08-09","7.88","8.94","A","A5",36,"11438","1438","Fully Paid"
805605,"15000","56000","2021-07-11","24.30","8.49","A","A5",36,"17044","2044","Fully Paid"
635040,"10750","80000","2021-12-10","15.94","6.17","A","A3",36,"11463","713","Fully Paid"
874779,"18000","155000","2021-09-11","10.68","6.99","A","A3",36,"19580","1580","Fully Paid"
619513,"7000","37500","2021-11-10","17.47","6.54","A","A4",36,"7722","722","Fully Paid"
705463,"5550","64000","2021-03-11","7.22","7.29","A","A4",36,"6196","646","Fully Paid"
999905,"20000","100800","2021-10-11","5.26","7.90","A","A4",36,"22529","2529","Fully Paid"
853033,"25000","135000","2021-08-11","21.50","7.49","A","A4",36,"26611","1611","Fully Paid"
599339,"8400","31200","2021-10-10","11.35","7.51","A","A4",36,"9364","964","Fully Paid"
615422,"7000","35004","2021-11-10","11.38","5.42","A","A1",36,"7601","601","Fully Paid"
869377,"18000","86100","2021-09-11","5.88","6.99","A","A3",36,"20005","2005","Fully Paid"
970092,"19075","82000","2021-10-11","11.06","7.90","A","A4",36,"21464","2389","Fully Paid"
888356,"23450","95000","2021-09-11","13.47","7.90","A","A4",36,"26316","2866","Fully Paid"
650256,"12000","122000","2021-01-11","5.10","7.29","A","A4",36,"12347","347","Fully Paid"
664384,"10000","54000","2021-02-11","10.98","7.29","A","A4",36,"10998","998","Fully Paid"
647083,"20000","68670","2021-01-11","11.46","6.91","A","A5",36,"22202","2202","Fully Paid"
592598,"6250","76000","2021-10-10","14.29","7.88","A","A5",36,"7039","789","Fully Paid"
496814,"14700","91000","2021-03-10","19.91","7.88","A","A5",36,"16005","1305","Fully Paid"
590716,"20000","86250","2021-10-10","12.38","6.91","A","A5",36,"22078","2078","Fully Paid"
628545,"8000","35000","2021-12-10","12.48","5.79","A","A2",36,"8656","656","Fully Paid"
1008020,"10375","79000","2021-11-11","15.28","6.62","A","A2",36,"11178","803","Fully Paid"
1036508,"17000","78301","2021-11-11","13.85","6.62","A","A2",36,"18311","1311","Fully Paid"
605921,"10000","59000","2021-11-10","11.84","6.91","A","A5",36,"11065","1065","Fully Paid"
616269,"4000","120000","2021-11-10","5.89","5.42","A","A1",36,"4262","262","Fully Paid"
886563,"12250","52833","2021-09-11","23.87","6.62","A","A2",36,"13540","1290","Fully Paid"
1036941,"9000","125000","2021-11-11","9.16","7.51","A","A3",36,"10080","1080","Fully Paid"
634326,"12250","45000","2021-12-10","11.41","6.54","A","A4",36,"9302","-2948","Fully Paid"
644844,"18000","66000","2021-01-11","22.35","6.91","A","A5",36,"18602","602","Fully Paid"
994823,"15075","62000","2021-10-11","12.99","6.03","A","A1",36,"16094","1019","Fully Paid"
647335,"15000","94000","2021-01-11","3.17","6.17","A","A3",36,"16291","1291","Fully Paid"
1047451,"28000","120000","2021-12-11","9.81","7.90","A","A4",36,"31541","3541","Fully Paid"
807212,"12000","120000","2021-07-11","11.05","7.49","A","A4",36,"13260","1260","Fully Paid"
644241,"20000","140000","2021-01-11","18.93","6.91","A","A5",36,"22202","2202","Fully Paid"
749004,"11500","53913","2021-05-11","8.19","5.99","A","A2",36,"12593","1093","Fully Paid"
635524,"22000","90996","2021-12-10","17.46","6.17","A","A3",36,"24156","2156","Fully Paid"
1047659,"5000","55000","2021-12-11","28.21","7.51","A","A3",36,"5548","548","Fully Paid"
400761,"11400","108000","2021-05-09","5.48","9.32","A","A4",36,"13025","1625","Fully Paid"
645500,"24000","130104","2021-01-11","15.09","6.54","A","A4",36,"26497","2497","Fully Paid"
1019471,"25000","156000","2021-11-11","13.59","7.90","A","A4",36,"25326","326","Fully Paid"
